,FIPS,Sep20p.UnemployRate,Population,White,Black,Asian,Hispanic,ForeignBorn,WorkAtHome,MarriedCouple.HH,NoWife.HH,NoHusband.HH,Alone.HH,MedHouseIncome,Households,PubAssist.HH,GINI,BBInternet.HH,PopPerSqMile,Crude.Mortality,Age.Adjust.Mortality,Poverty,NoHealthIns,Employed.Essential,Computer.HH,AdultwHSdeg,State,RUCC_2013,Description,UrbanRural,Ages5to19,AvgCases,AvgDeaths
36,1071,4.7,52094,0.893327447,0.034533727,0.004127155,0.028890083,0.017257266,0.032022338,0.553621643,0.040773781,0.10423737,0.27775623,39816,20626,0.010375255,0.4616,0.67080384,49.4,1411.6,1076.5,0.202102894,0.096408427,0.25211749,0.783040822,0.825,AL,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                ",Mostly Rural,0.174292023,3961.238095,24.47619048
37,1073,7.3,659892,0.501388106,0.425445376,0.015410097,0.037957726,0.04032478,0.025599473,0.415454309,0.044484218,0.171800984,0.316843219,51979,260924,0.016322761,0.4996,0.76429535,592.5,1082.1,925.7,0.170047772,0.095234885,0.27051232,0.861810336,0.897,AL,1,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         ,Mostly Urban,0.188430136,37671.2381,534.9047619
38,1075,4.7,13933,0.859900955,0.111820857,0,0.015646307,0.006172396,0.013532173,0.545698025,0.024941413,0.107633077,0.305657851,36756,5974,0.033478406,0.4623,0.629561433,24.1,1472.9,1029.7,0.212119008,0.094210794,0.305545148,0.767157683,0.824,AL,8,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               ",Rural,0.176675118,785.0952381,8.666666667
39,1077,5.3,92585,0.847880326,0.099184533,0.006610142,0.026051736,0.020575687,0.021356712,0.49405411,0.034714649,0.116918523,0.293867165,46265,38514,0.007737446,0.4672,0.686711326,138.8,1257.6,933.5,0.151778297,0.090807982,0.284824321,0.807550501,0.874,AL,3,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        ",Mostly Urban,0.174325184,4742.52381,58.14285714
40,1079,5.1,33171,0.765427633,0.108980736,0.00132646,0.021313798,0.009767568,0.050730064,0.565607681,0.044961361,0.117321052,0.254546874,44515,12811,0.01764109,0.4389,0.592459605,49.7,1203.2,1021.8,0.167523343,0.081591738,0.317791216,0.760284131,0.79,AL,3,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        ",Mostly Rural,0.180688859,1473,36.33333333
41,1081,5.4,159287,0.674223257,0.228449277,0.040649896,0.036820331,0.054524224,0.045296954,0.447863507,0.04411096,0.137789905,0.281660014,48056,59373,0.012850959,0.5081,0.803462853,230.8,633.4,756.6,0.213998774,0.079296494,0.261205384,0.903339902,0.905,AL,3,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        ",Mostly Urban,0.199219652,8361,69.9047619
42,1083,4.3,93052,0.768967889,0.133312556,0.012498388,0.058881056,0.03695783,0.04165906,0.565741144,0.034893855,0.108043329,0.261034676,56460,32126,0.015283571,0.4509,0.766108448,147.8,783.8,738.4,0.137450332,0.095819415,0.248301553,0.857747619,0.843,AL,2,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      ",Mostly Rural,0.19022393,4926.047619,47.71428571
43,1085,15.9,10236,0.244724502,0.741109809,0,0.006838609,0.003126221,0.016045549,0.3284689,0.076076555,0.280861244,0.298325359,30833,4180,0.024880383,0.4999,0.494258373,15.8,1428.8,1122.9,0.279235568,0.092415426,0.319496673,0.662440191,0.775,AL,2,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      ",Rural,0.181883611,841.5238095,29.95238095
44,1087,10.7,19054,0.155977747,0.817833526,0.002624121,0.017214233,0.010548966,0.013126492,0.333115098,0.043996334,0.196281262,0.378289904,32074,7637,0.012701323,0.5145,0.558203483,35.2,1365.8,1045.6,0.257790029,0.080890164,0.27047606,0.735236349,0.817,AL,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                ",Mostly Rural,0.178603055,805.7142857,23.14285714
45,1089,5.2,357560,0.649163777,0.238541783,0.025148227,0.048366708,0.05473487,0.03058303,0.484730407,0.038187751,0.119988159,0.304510657,63417,145256,0.024529107,0.4673,0.839001487,417.7,919.4,834.2,0.131980978,0.089240923,0.203303578,0.908719777,0.911,AL,2,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      ",Mostly Urban,0.185492975,15630.80952,158.5238095
46,1091,6.9,19538,0.449943699,0.538335551,0,0.005885966,0.004452861,0.03337675,0.371138002,0.043640577,0.119207003,0.447348095,32809,7768,0.017636457,0.5386,0.531410917,21.5,1372.4,963.9,0.218245104,0.095610312,0.319823252,0.674433574,0.838,AL,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            ",Mostly Rural,0.186290622,1361.333333,24.52380952
47,1093,4.9,29965,0.919706324,0.034940764,0.001635241,0.025095945,0.012547973,0.017396907,0.523829021,0.047985588,0.117589256,0.289878808,35392,12212,0.01744186,0.4596,0.646249591,41.5,1293.4,929.5,0.174591861,0.105125771,0.281218698,0.775630527,0.797,AL,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            ",Mostly Rural,0.176007271,1584.809524,37.85714286
48,1095,3.9,95145,0.812412633,0.025813232,0.005990856,0.136223659,0.06563666,0.027545652,0.525189133,0.040291151,0.119698533,0.276134801,42490,34896,0.012293673,0.4805,0.744841816,164.4,1247.4,1052.8,0.21688493,0.131150844,0.28386799,0.825338148,0.809,AL,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area                                                                                                                                 ",Mostly Rural,0.20173807,7262.571429,60.71428571
49,1097,9.3,414659,0.571522625,0.353543514,0.019575121,0.028874328,0.032793211,0.04063512,0.436537018,0.041904371,0.174676412,0.302102919,46166,155831,0.012147775,0.4765,0.722179797,335.9,1063.3,944.4,0.192803875,0.116325975,0.284697151,0.825285084,0.862,AL,2,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      ",Mostly Urban,0.192079088,21313.57143,379.047619
50,1099,8.5,21512,0.543371142,0.407865377,0.005578282,0.014038676,0.006322053,0.035056253,0.438458707,0.032151184,0.14222604,0.371333906,30141,8149,0.013375874,0.5477,0.416370107,22.5,1100.8,861.8,0.309102045,0.133605903,0.297648708,0.503988219,0.837,AL,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            ",Mostly Rural,0.183668548,880.0952381,10
51,1101,9.7,226941,0.345433395,0.575096611,0.026698569,0.034145439,0.046791897,0.026557392,0.374809373,0.049880336,0.199053821,0.327645127,47990,89835,0.015083208,0.4929,0.773584906,292.5,949.9,877.6,0.206941898,0.105475367,0.212482231,0.859442311,0.856,AL,2,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      ",Mostly Urban,0.194625716,13264.19048,250.4761905
52,1103,4.8,119122,0.759700139,0.127104985,0.006505935,0.08135357,0.042368328,0.019036889,0.514962976,0.043508741,0.125093108,0.278052841,49751,45646,0.01684704,0.4511,0.727643167,206.3,1107.5,921.9,0.153019836,0.10172048,0.259284064,0.839372563,0.833,AL,3,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        ",Mostly Urban,0.189331462,7838.095238,59.33333333
53,1105,11.6,9486,0.294960995,0.692494202,0.002213789,0.009382248,0.015074847,0.015025907,0.212081845,0.052289704,0.251380318,0.476453394,23561,3079,0.027281585,0.479,0.462487821,14.7,1347.4,1047.4,0.417503752,0.127157714,0.327741935,0.559272491,0.781,AL,8,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               ",Rural,0.208898353,720.5238095,7.761904762
54,1107,6.7,20298,0.538230368,0.401418859,0.000640457,0.045915854,0.032663317,0.097805789,0.461620186,0.056308101,0.137450199,0.330677291,37458,7530,0.017131474,0.4997,0.627622842,22.4,1230.1,953.3,0.234863747,0.084971129,0.346412556,0.728685259,0.806,AL,3,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        ",Rural,0.165930758,1350.333333,21.66666667
55,1109,5.3,33403,0.561775888,0.379037811,0.021405263,0.007873544,0.042960213,0.03132005,0.378713086,0.034121417,0.150861696,0.368493981,34678,11547,0.015501862,0.5343,0.592101845,48.9,907.3,866.1,0.265942581,0.095742759,0.257787554,0.693340262,0.81,AL,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                ",Mostly Rural,0.1939361,1686.142857,15.76190476
56,1111,3.9,22574,0.752680074,0.195490387,0.003012315,0.029458669,0.01594755,0.054124608,0.496124031,0.058428786,0.124609511,0.287284508,41449,8643,0.015966678,0.4733,0.689112577,39.5,1302.3,912,0.1772301,0.105043899,0.268602225,0.795788499,0.788,AL,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                ",Mostly Rural,0.182246281,1096.904762,24.76190476
57,1113,5.2,58213,0.469895041,0.425798361,0.00774741,0.053596276,0.025441053,0.041216038,0.425065963,0.036763412,0.176253298,0.31824978,40978,22740,0.029815303,0.454,0.662225154,82.6,1129.4,1091.6,0.201215241,0.134333906,0.230636943,0.824758135,0.833,AL,2,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      ",Mostly Urban,0.194337572,2386.047619,4.523809524
58,1115,5.1,87306,0.86029597,0.094059973,0.008017777,0.023927336,0.017169496,0.042167359,0.567854035,0.04074972,0.114696009,0.242913092,54887,32172,0.014546811,0.4068,0.751647395,132.3,1107.7,999.2,0.132038107,0.088461268,0.308839793,0.854221062,0.848,AL,1,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         ,Mostly Rural,0.18700286,4904.952381,58.95238095
59,1117,4,211261,0.781298962,0.119122791,0.020112562,0.057393461,0.052825652,0.061834764,0.592865897,0.029159432,0.093197835,0.242646308,75761,78328,0.009077214,0.4344,0.86357369,248.5,707.4,687.6,0.084435446,0.068136502,0.272185124,0.932859259,0.922,AL,1,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         ,Mostly Urban,0.199906294,11884.04762,82.57142857
60,1119,7.2,12985,0.24651521,0.71967655,0.026030035,0.001001155,0.020639199,0.01356484,0.304933624,0.037646126,0.18842877,0.438874579,23132,5047,0.013473351,0.5469,0.578561522,15.2,1257.7,989,0.313336639,0.154912035,0.306631804,0.707549039,0.842,AL,8,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               ",Rural,0.182264424,632.1904762,22.19047619
61,1121,6.8,80565,0.628746974,0.322621486,0.005585552,0.02256563,0.017265562,0.023829787,0.451619066,0.044162129,0.170344191,0.295157131,41012,31407,0.024389467,0.4584,0.698092782,111.7,1270.9,1042.7,0.199484483,0.09282124,0.272038479,0.809787627,0.81,AL,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area                                                                                                                                 ",Mostly Rural,0.180287079,4052.761905,60.23809524
62,1123,6.6,40636,0.689044197,0.270991239,0.003814352,0.02347672,0.014691407,0.029052107,0.49063716,0.043774319,0.154973249,0.287329767,43361,16448,0.017935311,0.4617,0.699720331,58.1,1446.2,1069.2,0.202879385,0.080528546,0.308691905,0.798273346,0.805,AL,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                ",Mostly Rural,0.170683975,1972,92.47619048
63,1125,6.8,206213,0.619587514,0.315489324,0.015915582,0.036064652,0.036627177,0.029654793,0.458282098,0.042747206,0.152212658,0.278243689,52221,72379,0.042305088,0.463,0.780405919,147.3,855.4,903.3,0.174094843,0.075317671,0.287383628,0.864864118,0.884,AL,3,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        ",Mostly Urban,0.197425426,14570.57143,180.7619048
64,1127,5.9,64493,0.891181989,0.061308979,0.004791218,0.023956088,0.01400152,0.026041412,0.516616073,0.0456942,0.131850136,0.257509187,41748,25036,0.015897108,0.4587,0.679940885,84.7,1557.7,1241.4,0.197343543,0.109589686,0.333974177,0.799728391,0.809,AL,1,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         ,Mostly Rural,0.182553801,4126.047619,114.3333333
65,1129,8.7,16643,0.651024455,0.245508622,0.00372529,0.010935528,0.010514931,0.030089328,0.525719993,0.034626269,0.142167471,0.270684202,40794,6007,0.007657733,0.4684,0.583485933,16.3,1265.2,1043.8,0.210352826,0.095520581,0.385157096,0.760113201,0.804,AL,8,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               ",Rural,0.187798603,978.1904762,21.47619048
66,1131,17,10809,0.268387455,0.694883893,0,0.006476085,0.005365899,0.031415344,0.337539432,0.048895899,0.203995794,0.354363828,27237,3804,0.014984227,0.5108,0.492376446,13.1,1137.8,857.1,0.310614738,0.116111269,0.333275503,0.623817035,0.769,AL,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           ",Rural,0.200038562,696.8571429,18.23809524
