,FIPS,Sep20p.UnemployRate,Population,White,Black,Asian,Hispanic,ForeignBorn,WorkAtHome,MarriedCouple.HH,NoWife.HH,NoHusband.HH,Alone.HH,MedHouseIncome,Households,PubAssist.HH,GINI,BBInternet.HH,PopPerSqMile,Crude.Mortality,Age.Adjust.Mortality,Poverty,NoHealthIns,Employed.Essential,Computer.HH,AdultwHSdeg,State,RUCC_2013,Description,UrbanRural,Ages5to19,AvgCases,AvgDeaths
161,5119,9.5,393463,0.527076244,0.363228563,0.021420057,0.061195081,0.055212307,0.02635255,0.399190237,0.043588421,0.16382422,0.336993819,50093,157083,0.017449374,0.5025,0.753856242,503.8,931.5,839.3,0.170305147,0.086170482,0.268133542,0.862925969,0.904,AR,2,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      ",Mostly Urban,0.18746348,18691.7619,301.8571429
162,5121,6.7,17603,0.945179799,0.011418508,0,0.019542124,0.019201273,0.036354664,0.479275654,0.068410463,0.127431254,0.304225352,36870,7455,0.014889336,0.4593,0.640509725,27.6,1318.2,914.3,0.182769303,0.084616275,0.403308447,0.772501677,0.827,AR,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            ",Mostly Rural,0.193061588,1121.714286,33.0952381
163,5123,9.1,26294,0.401308283,0.554308968,0.005780786,0.026926295,0.014413935,0.050328985,0.364846014,0.043996137,0.205601459,0.349179096,35356,9319,0.01416461,0.4729,0.519047108,44.5,1076.5,971.3,0.266057062,0.103440757,0.347763597,0.748363558,0.806,AR,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                ",Mostly Rural,0.166599984,2247.380952,16.47619048
164,5125,5.8,118009,0.851816387,0.070138718,0.011736393,0.046191392,0.030667153,0.053501153,0.560682506,0.040890744,0.118223099,0.240872397,62152,43604,0.021626456,0.3983,0.80783873,148,930.1,770.2,0.085303822,0.061300649,0.284993438,0.89842675,0.904,AR,2,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      ",Mostly Urban,0.194598038,5666.333333,67.66666667
165,5127,5.1,10442,0.843325034,0.002681479,0.009002107,0.075847539,0.019632254,0.031390135,0.523735409,0.048508431,0.086381323,0.302983139,35509,3855,0.026459144,0.4325,0.55460441,12.6,1440.1,1113.2,0.220974145,0.088430787,0.306404465,0.73540856,0.789,AR,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                ",Mostly Rural,0.192101936,435.6190476,3.476190476
166,5129,6.4,7923,0.932601287,0.0068156,0.012116622,0.023097312,0.009339897,0.073359073,0.56221339,0.024457352,0.079180679,0.290736778,36390,3271,0.015591562,0.4693,0.584836441,12.3,1669.4,1033,0.210695462,0.073279714,0.402524768,0.751146438,0.845,AR,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           ",Rural,0.16673011,365.1904762,2.761904762
167,5131,6.7,127461,0.699649304,0.068954425,0.043856552,0.140121292,0.090278595,0.022042355,0.464002368,0.049773041,0.134201697,0.300730215,43240,50670,0.021531478,0.4781,0.728419183,236.4,1007.9,883.8,0.202507847,0.107456123,0.288435864,0.843240576,0.832,AR,2,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      ",Mostly Urban,0.198041102,7680.761905,127.047619
168,5133,6.6,17193,0.578084104,0.050485663,0.003547956,0.331704764,0.165067179,0.033679197,0.556200888,0.046976426,0.131021524,0.232661428,46667,5854,0.013324223,0.4221,0.707550393,30.2,963.9,921.5,0.209642375,0.147150138,0.306548413,0.819268876,0.743,AR,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                ",Mostly Rural,0.237255248,1816.619048,19.04761905
169,5135,7.3,17043,0.93692425,0.006043537,0.001114827,0.021885818,0.00768644,0.044151115,0.451590971,0.047457166,0.10402502,0.346614088,33708,7354,0.024884417,0.4758,0.576828937,28.6,1661.1,1019.4,0.21644918,0.070611253,0.32975643,0.804324177,0.836,AR,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            ",Mostly Rural,0.16873065,812.2380952,21.38095238
170,5137,7.4,12446,0.94793508,0.000723124,0.001124859,0.018961915,0.003615619,0.079689521,0.553693985,0.044408559,0.085587404,0.280581348,36162,4954,0.013928139,0.4595,0.470327008,20.4,1379.7,811.1,0.224740091,0.075415148,0.397246696,0.761808639,0.796,AR,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           ",Rural,0.160243083,554.7142857,24.95238095
171,5139,9.4,39732,0.608527132,0.326386792,0.005713279,0.03875969,0.022274237,0.010349148,0.461141851,0.047723843,0.163858149,0.290807344,44000,15904,0.019869215,0.4739,0.600792254,40.1,1288.6,1003.5,0.200657308,0.106490537,0.283768409,0.717115191,0.848,AR,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            ",Mostly Rural,0.195413888,1734.380952,60.71428571
172,5141,7.7,16684,0.935806761,0.003895948,0.000839127,0.030448334,0.010968593,0.044430667,0.53765324,0.055312318,0.094570928,0.282399299,36897,6852,0.019556334,0.445,0.603765324,24.4,1467.4,852,0.188448925,0.104765369,0.40246696,0.782545242,0.858,AR,8,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               ",Rural,0.166152916,485.6666667,5
173,5143,5.5,228529,0.71396628,0.034875224,0.024206993,0.166508408,0.109482823,0.042419049,0.467953569,0.060972628,0.093909723,0.279633489,49629,85891,0.01083932,0.4967,0.76875342,215.6,702.9,787.4,0.168427541,0.115144642,0.285136474,0.909606362,0.85,AR,2,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      ",Mostly Urban,0.214978239,17082.80952,188.047619
174,5145,6.6,78804,0.882112583,0.039845693,0.007004721,0.042916603,0.028209228,0.042401943,0.540511909,0.037111711,0.12209958,0.265181287,43822,29263,0.013224892,0.4731,0.732870861,74.5,1061,929,0.169903952,0.090441853,0.325324716,0.846393056,0.854,AR,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area                                                                                                                                 ",Mostly Rural,0.206163575,3374.952381,58.0952381
175,5147,6.4,6660,0.693843844,0.277027027,0.013663664,0.001801802,0.005255255,0.064827586,0.429757785,0.04083045,0.157439446,0.326643599,31023,2890,0.009342561,0.4949,0.546020761,12.4,1716.6,1090.3,0.250428282,0.061152729,0.403998416,0.630795848,0.8,AR,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           ",Rural,0.178164557,237.9047619,1
176,5149,5.6,21573,0.754878784,0.02011774,0.010012516,0.199972187,0.095397024,0.086658725,0.549726338,0.048191163,0.15071419,0.221198772,42361,7491,0.014150314,0.4501,0.666533173,23.9,1201.7,956.7,0.163490943,0.084603802,0.30785929,0.765718863,0.801,AR,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                ",Mostly Rural,0.204817019,1832.619048,35.14285714
177,6001,9.3,1643700,0.318422462,0.104842124,0.293890004,0.224530632,0.323804831,0.064770313,0.503608148,0.050891127,0.114881212,0.241019778,92574,572870,0.03584932,0.4624,0.874887845,2043.6,602,571.4,0.105664951,0.051349099,0.241476917,0.935573516,0.88,CA,1,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         ,Mostly Urban,0.170295615,34082.7619,532.8571429
178,6005,8.7,37829,0.78677734,0.019799625,0.012318592,0.135663116,0.056623226,0.075778708,0.549396735,0.048970901,0.072036906,0.284953868,61198,14090,0.020085167,0.4437,0.813839603,64.1,1198.4,704.4,0.09727467,0.042400655,0.27801189,0.892618879,0.903,CA,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                ",Mostly Rural,0.126257798,623.952381,16
179,6007,8.5,227075,0.723945833,0.014545855,0.04359793,0.1601145,0.075596169,0.058066555,0.428424946,0.050439531,0.11373665,0.28916898,48443,86797,0.042743413,0.4893,0.832321394,134.4,1075.5,805.7,0.200734958,0.073765088,0.288152737,0.908038296,0.893,CA,3,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        ",Mostly Urban,0.182666776,4729.52381,64.28571429
180,6009,7.4,45235,0.815850558,0.006609926,0.012556649,0.117099591,0.056725987,0.148580816,0.520755584,0.055520469,0.099844979,0.263593041,58151,17417,0.02376988,0.4464,0.778951599,44.7,1173.3,716.8,0.117157991,0.052027117,0.319971953,0.865418844,0.904,CA,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                ",Mostly Rural,0.143230585,578.7142857,22
181,6011,10.6,21464,0.357435706,0.01290533,0.015095043,0.589591875,0.274739098,0.044630098,0.57106706,0.085617883,0.111767187,0.203289751,56704,7113,0.04020807,0.4982,0.773091523,18.6,745.8,684.4,0.137679797,0.103441799,0.46207182,0.840151835,0.694,CA,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                ",Mostly Urban,0.229219845,866.047619,6.952380952
182,6013,9.3,1133247,0.443814102,0.082667768,0.160719596,0.254226131,0.249908449,0.08866634,0.548145826,0.048853234,0.122097395,0.219933873,93712,392277,0.025813392,0.4703,0.901638383,1465.2,679.5,580.6,0.091242035,0.056904991,0.263347237,0.943506757,0.894,CA,1,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         ,Mostly Urban,0.191444319,28078.71429,272
183,6015,8.8,27424,0.626166861,0.027640023,0.034167153,0.194719953,0.070230455,0.048374306,0.439330544,0.036738443,0.14021839,0.321665476,45258,9799,0.054087152,0.4857,0.767731401,28.4,1085.7,879.7,0.225360254,0.062925868,0.254788621,0.87468109,0.81,CA,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            ",Mostly Urban,0.177117791,461.047619,1.238095238
184,6017,7.5,186661,0.782113028,0.007671661,0.044128125,0.126598486,0.095863624,0.130845369,0.58700052,0.036112878,0.078543341,0.234834904,80582,69172,0.02787255,0.4494,0.857066443,106,818.9,607.4,0.089383391,0.052099408,0.248720635,0.93144625,0.931,CA,1,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         ,Mostly Urban,0.171497021,3315.142857,6.904761905
185,6019,10.4,978130,0.29797164,0.045468394,0.10018198,0.52744216,0.21348696,0.042908655,0.468889516,0.078680603,0.178177031,0.217619098,51261,304624,0.079642444,0.4785,0.779406744,156.2,685.5,719.1,0.241279033,0.095184857,0.360614731,0.87670374,0.753,CA,2,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      ",Mostly Urban,0.233794181,41810.38095,517.1904762
186,6021,7.3,27897,0.520020074,0.007993691,0.029393842,0.41237409,0.188407356,0.053864881,0.558650294,0.057102925,0.121992613,0.219426974,47395,10017,0.039932115,0.4548,0.697614056,21.4,915.1,775.1,0.187700379,0.095821404,0.446561761,0.832684436,0.753,CA,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                ",Mostly Urban,0.222554855,1082.952381,11.04761905
187,6023,7.6,135768,0.746162571,0.009884509,0.029822933,0.11313417,0.054401626,0.067700435,0.38008366,0.063408701,0.111190963,0.330182247,45528,54267,0.034496103,0.4754,0.811229661,37.7,1004.8,851.2,0.203475163,0.096839997,0.306068558,0.898114876,0.903,CA,5,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area                                                                                                                             ",Mostly Urban,0.171476416,1120.190476,10.38095238
188,6025,21.5,180216,0.109718338,0.021673991,0.013184179,0.837988858,0.310976828,0.050909533,0.502417323,0.070249904,0.196336564,0.200127108,45834,44057,0.060875684,0.4768,0.738838323,41.8,619.7,611.2,0.241664564,0.093027751,0.368656019,0.846834782,0.69,CA,3,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        ",Mostly Urban,0.233176062,17660.42857,367.952381
189,6027,7.3,18085,0.62974841,0.008847111,0.015980094,0.217141277,0.091678186,0.039801612,0.397253495,0.035011753,0.099715452,0.400964988,52874,8083,0.031795126,0.424,0.778547569,1.8,1267.6,793.5,0.101783483,0.063627623,0.357169345,0.897686503,0.888,CA,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            ",Mostly Urban,0.170685736,363.0952381,16.80952381
190,6029,12.4,883053,0.347691475,0.051019588,0.045606549,0.52753572,0.199698093,0.033485626,0.510830008,0.075028087,0.162067537,0.200445667,52479,267913,0.058843729,0.4645,0.767842546,103.3,682.4,823.6,0.219800757,0.090355708,0.417011409,0.853680113,0.738,CA,2,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      ",Mostly Urban,0.239609554,47481.14286,460.4285714
191,6031,10.3,150075,0.326889888,0.058530735,0.038227553,0.540756289,0.180836249,0.050144938,0.516134316,0.075441675,0.175617176,0.174774775,53865,42735,0.053843454,0.4346,0.771592372,110.1,555.5,691.6,0.208256398,0.082206184,0.358344138,0.878904879,0.737,CA,3,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        ",Mostly Urban,0.220243233,12544.90476,94.61904762
192,6033,8.6,64148,0.711214691,0.022229843,0.010008106,0.200006236,0.088576417,0.164455079,0.41203882,0.049949935,0.12951552,0.32326889,42475,25966,0.039012555,0.4796,0.726372949,51.5,1330.4,923,0.209771574,0.094639958,0.347322905,0.836979127,0.852,CA,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area                                                                                                                                 ",Mostly Urban,0.171823067,1129.142857,20.71428571
193,6035,6.3,31185,0.658265192,0.086419753,0.013981081,0.18707712,0.052140452,0.049921997,0.516064469,0.03792268,0.092910566,0.291477931,56362,9493,0.039186769,0.4231,0.761297798,7.7,819.6,748.5,0.138153556,0.056886228,0.287949477,0.841672812,0.828,CA,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            ",Mostly Rural,0.144800968,2723.809524,4.476190476
194,6037,15.1,10098052,0.263323263,0.078778065,0.143746536,0.484608616,0.342338899,0.052518753,0.449257118,0.068176518,0.150198617,0.256179091,64251,3306109,0.035422305,0.5022,0.821010439,2419.6,623.3,589.3,0.159829928,0.108335817,0.25824791,0.904378531,0.787,CA,1,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         ,Mostly Urban,0.181216218,476137.5714,8069.857143
195,6039,9.4,155013,0.345332327,0.031190932,0.019656416,0.572893886,0.20620206,0.03695225,0.578431154,0.059407047,0.13974843,0.183404455,52884,44759,0.063071114,0.4408,0.767555129,70.6,714.3,717.2,0.208417476,0.093745112,0.398025917,0.873165173,0.719,CA,3,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        ",Mostly Urban,0.227697725,7148,97.61904762
196,6041,6.5,260295,0.713840066,0.021502526,0.056916191,0.158800592,0.184363895,0.117181177,0.510859032,0.035807255,0.077371791,0.305838986,110217,105258,0.010079994,0.5158,0.905147352,485.1,730.9,463.9,0.076114205,0.04011708,0.228099677,0.941600638,0.932,CA,1,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         ,Mostly Urban,0.174414471,8159.142857,132.047619
197,6043,8.4,17540,0.805302166,0.009464082,0.013854048,0.108836944,0.071094641,0.096957345,0.524675325,0.040909091,0.086233766,0.303896104,51199,7700,0.038701299,0.4349,0.761168831,12.6,1229.2,803.1,0.140410564,0.048589522,0.215643171,0.871428571,0.904,CA,8,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               ",Rural,0.135499622,160.5714286,3.380952381
198,6045,8.3,87422,0.655601565,0.005845211,0.019068427,0.247981057,0.129509734,0.080750075,0.438017014,0.055646817,0.115987093,0.311938985,49233,34090,0.033528894,0.4736,0.776327369,25.1,996.3,725,0.184913,0.093156223,0.313693254,0.858550895,0.869,CA,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area                                                                                                                                 ",Mostly Urban,0.174803168,1813.238095,23.61904762
199,6047,10.6,269075,0.282478863,0.029872712,0.072422187,0.589032798,0.257326024,0.036759217,0.511971459,0.080571816,0.169233475,0.187975781,50129,79606,0.070899178,0.4708,0.796849484,132.2,688.6,788.7,0.22686826,0.086905097,0.390786064,0.891565962,0.694,CA,2,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      ",Mostly Urban,0.254645635,13548.33333,196.4285714
200,6049,6.5,8938,0.778921459,0.016670396,0.014544641,0.144551354,0.072163795,0.173973556,0.478142077,0.030327869,0.085245902,0.351092896,45149,3660,0.01284153,0.4113,0.693715847,2.5,1455.4,924.7,0.165780961,0.122561395,0.42784,0.759289617,0.856,CA,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                ",Mostly Rural,0.163103721,171.7142857,0
201,6051,11.2,14174,0.651474531,0.002822069,0.023705376,0.272752928,0.175603217,0.074902946,0.438002888,0.031978543,0.050753043,0.35774706,63018,4847,0.006808335,0.3701,0.832680008,4.7,364.8,337.9,0.103517016,0.166085781,0.22215511,0.913554776,0.887,CA,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            ",Mostly Urban,0.152243146,446.6190476,3
202,6053,8.8,433212,0.302941747,0.02448224,0.054585284,0.583058641,0.299855498,0.044577927,0.523609304,0.067924349,0.136054961,0.214443246,66676,126052,0.021895726,0.4619,0.808293403,126.5,591.2,569.2,0.141102687,0.111895727,0.401089042,0.876201885,0.713,CA,2,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      ",Mostly Urban,0.220360733,16960.2381,142.3809524
203,6055,7.6,140530,0.527709386,0.019668398,0.079769444,0.339336796,0.223930833,0.050524639,0.5340186,0.050844347,0.103055148,0.251284875,84753,49032,0.020700767,0.4719,0.875550661,182.4,873.6,620.9,0.081420781,0.064994989,0.282142253,0.926313428,0.851,CA,3,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        ",Mostly Urban,0.177764549,3721.666667,21.19047619
204,6057,7.4,99092,0.852440157,0.006065071,0.009980624,0.093660437,0.055473701,0.129113924,0.530657148,0.034617641,0.082168003,0.282759632,63240,40904,0.024251907,0.4634,0.843511637,103.1,1032.2,615.3,0.113953109,0.077520565,0.271767202,0.915044983,0.942,CA,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area                                                                                                                                 ",Mostly Urban,0.143822365,1752.952381,20.0952381
205,6059,9,3164182,0.409595908,0.01593208,0.19898887,0.34138207,0.301911205,0.055309942,0.546977691,0.053549444,0.117935087,0.210589583,85398,1032373,0.020328893,0.47,0.89258921,3807.7,617.4,549.5,0.11496694,0.084408242,0.229719805,0.944025076,0.851,CA,1,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         ,Mostly Urban,0.18448609,92888.7619,1641.571429
206,6061,7.1,380077,0.732430534,0.015438977,0.071553922,0.138124643,0.109583058,0.089861167,0.575390478,0.038447046,0.085233291,0.246066785,84357,140661,0.017744791,0.4474,0.883578248,247.6,842.8,595.3,0.08043514,0.047440362,0.260278513,0.941270146,0.946,CA,1,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         ,Mostly Urban,0.189328419,8139,82.66666667
207,6063,7.8,18699,0.832718327,0.010374886,0.010695759,0.087116958,0.040376491,0.04916994,0.471355785,0.046725488,0.085746241,0.327699764,53270,8047,0.021250155,0.4549,0.758543557,7.8,1165,720.7,0.116725592,0.034889991,0.330679406,0.842301479,0.939,CA,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            ",Mostly Rural,0.146222151,105.7619048,0
208,6065,10.5,2383286,0.35936434,0.060631834,0.061975776,0.484422348,0.216607659,0.062097513,0.540304225,0.059714707,0.130206905,0.217321942,63948,718349,0.034142179,0.4547,0.847280361,303.8,679.6,635.6,0.147279041,0.100478714,0.299157071,0.914897912,0.817,CA,1,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         ,Mostly Urban,0.213397767,102770.2857,1533.619048
209,6067,9.8,1510023,0.451979871,0.095364773,0.153467861,0.22981438,0.208331264,0.058739075,0.458663617,0.06091648,0.143374705,0.262648103,63902,536029,0.04744706,0.4583,0.856018984,1470.8,743.5,691.7,0.158422582,0.063054135,0.264042978,0.931805928,0.874,CA,1,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         ,Mostly Urban,0.1932969,44576,642.4761905
210,6069,8.7,59416,0.349737444,0.00730443,0.028695974,0.593240878,0.202857816,0.058564049,0.603776776,0.070913191,0.124351747,0.146956032,81977,17740,0.025422773,0.3989,0.888218715,39.8,572.3,597.6,0.092376682,0.073676572,0.359716971,0.939007892,0.799,CA,1,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         ,Mostly Urban,0.215991593,2239.809524,18.9047619
211,6071,10.3,2135413,0.291869535,0.079077911,0.068207883,0.528147482,0.209887268,0.052474918,0.518734351,0.074320564,0.169775448,0.187104068,60164,630633,0.050341482,0.441,0.816560503,101.5,659.3,750,0.173015249,0.09371372,0.322337201,0.911699832,0.795,CA,1,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         ,Mostly Urban,0.218871741,113386.4286,1200.142857
212,6073,9,3302833,0.458812177,0.047091694,0.115760016,0.335144102,0.234454785,0.068451719,0.501893689,0.05208136,0.119639314,0.237206206,74855,1118980,0.025002234,0.463,0.887568142,735.8,645.6,594.2,0.1251561,0.087253742,0.238290531,0.939468087,0.871,CA,1,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         ,Mostly Urban,0.180425542,97137.52381,1100.952381
213,6075,8.4,870044,0.406496683,0.050134246,0.338886309,0.152464703,0.344418213,0.044892836,0.3614561,0.037250503,0.080033808,0.359832403,104552,359673,0.022378661,0.5128,0.860175771,17179.1,667.5,539.4,0.108566298,0.043611484,0.184336085,0.919182146,0.885,CA,1,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         ,Mostly Urban,0.105273785,17325.61905,164.8571429
214,6077,11.4,732212,0.324888147,0.06818517,0.150453694,0.411432754,0.233385959,0.044457945,0.516255232,0.073467209,0.153470914,0.202856299,61145,226727,0.045071826,0.4546,0.799353407,492.6,748.8,764.8,0.159192713,0.074642946,0.346040542,0.886700746,0.789,CA,2,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      ",Mostly Urban,0.227526675,29589,528.3809524
215,6079,7.2,281455,0.691314775,0.017452168,0.035259633,0.223843954,0.103430389,0.067958417,0.50246399,0.045006979,0.084715668,0.261372808,70699,105317,0.017547025,0.4538,0.861703239,81.7,852.3,611.2,0.13304666,0.075357142,0.300777687,0.925244737,0.909,CA,2,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      ",Mostly Urban,0.175425893,7063.238095,44.23809524
216,6081,7.1,765935,0.395656289,0.021983589,0.277404741,0.246759843,0.34824365,0.050078811,0.549645187,0.046448244,0.103012188,0.227255897,113776,261969,0.016307273,0.4852,0.896846573,1602.2,619.4,498.1,0.070265838,0.047800751,0.234785112,0.945753123,0.892,CA,1,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         ,Mostly Urban,0.166158996,16616.52381,177.3333333
217,6083,7.4,443738,0.449265107,0.01776048,0.051823373,0.450851629,0.22897746,0.059077987,0.490335398,0.053413998,0.11345732,0.236406782,71657,144962,0.022212718,0.4798,0.853465046,155,707.4,582.8,0.148429955,0.106427363,0.309710462,0.91400505,0.81,CA,2,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      ",Mostly Urban,0.205621961,12583.19048,139.4285714
218,6085,7,1922200,0.320420352,0.023607845,0.356500364,0.257754136,0.387397253,0.044009001,0.569418984,0.049382794,0.099407576,0.205917942,116178,635525,0.019483105,0.4652,0.906999725,1381,527.2,500.3,0.079202907,0.047954462,0.199941065,0.952702097,0.881,CA,1,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         ,Mostly Urban,0.180946981,42500.19048,515.5714286
219,6087,8.1,273765,0.575457053,0.008616879,0.044256936,0.334871149,0.178857779,0.084994359,0.485974769,0.046305192,0.105361544,0.256756757,78041,95756,0.023873178,0.4826,0.863757885,589.4,634.9,566.9,0.142688859,0.06244652,0.295087618,0.915806842,0.864,CA,2,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      ",Mostly Urban,0.190305732,5319.142857,46.19047619
220,6089,7.8,179085,0.80171427,0.011949633,0.029740068,0.098305274,0.054516012,0.055240793,0.487264626,0.050742838,0.116782314,0.27887276,50905,70473,0.034013026,0.4603,0.787791069,46.9,1263.7,885.1,0.17131863,0.074675763,0.290342856,0.88035134,0.908,CA,3,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        ",Mostly Urban,0.178515104,6001.190476,55.28571429
221,6091,6.7,2930,0.876109215,0.002047782,0,0.110580205,0.0221843,0.274944568,0.453666398,0.055600322,0.070910556,0.39564867,48125,1241,0.019339243,0.4269,0.732473811,3.4,1221.6,663.6,0.083017568,0.101963486,0.435251799,0.788879936,0.933,CA,8,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               ",Mostly Rural,0.132113145,21.71428571,0
222,6093,8.5,43540,0.766881029,0.014216812,0.015411116,0.122553973,0.051791456,0.091365462,0.454536013,0.05369476,0.097834554,0.320766475,44200,19257,0.047722906,0.488,0.777795088,7.2,1408.2,892.8,0.193995274,0.07022957,0.351360239,0.854390611,0.9,CA,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                ",Mostly Rural,0.171547348,807.3333333,5.80952381
223,6095,9.7,438530,0.385081978,0.135680569,0.150489134,0.26088523,0.20019611,0.059610894,0.509281062,0.06232097,0.147987147,0.220350581,77609,149067,0.032381412,0.4231,0.886708661,503,743.1,672.8,0.10378758,0.055581748,0.300814452,0.930192464,0.88,CA,2,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      ",Mostly Urban,0.182189825,12130.2381,86.95238095
224,6097,7.2,501317,0.634801932,0.014346212,0.039336388,0.265271275,0.165442225,0.076097839,0.481765511,0.053486075,0.100724098,0.277903654,76753,189339,0.02054516,0.4578,0.871077802,307.1,826.1,606.7,0.102557569,0.069177797,0.281367764,0.930737988,0.88,CA,2,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      ",Mostly Urban,0.169382768,13633,161.1904762
225,6099,10.3,539301,0.426099711,0.026586266,0.053029755,0.456095946,0.205694037,0.053889021,0.520378499,0.069879895,0.149639221,0.205140084,57387,172682,0.049553515,0.4451,0.827891732,344.2,792.9,793.7,0.16110169,0.065299576,0.341213848,0.898559201,0.783,CA,2,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      ",Mostly Urban,0.2249319,24975.47619,452.4285714
226,6101,10.3,95872,0.466966372,0.018702019,0.151577103,0.306179072,0.222421562,0.057346895,0.538442522,0.072218789,0.121631644,0.216718171,56955,32360,0.040667491,0.4466,0.820055624,157.3,899.1,771.7,0.160230091,0.096352185,0.381065073,0.887608158,0.78,CA,3,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        ",Mostly Urban,0.212393396,4319,27.28571429
227,6103,8.2,63373,0.687027599,0.006627428,0.015211525,0.246524545,0.087718745,0.059127549,0.478668054,0.06942768,0.118043704,0.267180021,42899,24025,0.044037461,0.4585,0.717003122,21.5,1095.2,827.9,0.215306873,0.073395079,0.323655471,0.830176899,0.844,CA,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area                                                                                                                                 ",Mostly Rural,0.198128572,2098.190476,28.42857143
